名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
五彩鹿儿童行为矫正中心(安贞里社区卫生服务站北),医疗保健服务,医疗保健服务场所,医疗保健服务场所,安贞里三区13楼,北京市,北京市,朝阳区,116.3978315,39.9688875
朝阳区智力残疾康复技术指导中心(楚源商务酒店西北),医疗保健服务,医疗保健服务场所,医疗保健服务场所,安华西里二区12号楼,北京市,北京市,朝阳区,116.3920102,39.9627311
乐齿康口腔,医疗保健服务,专科医院,口腔医院,安定门外大街10号楼1层(近地坛体育馆),北京市,北京市,东城区,116.4019172,39.96429533
天圣动物医院,医疗保健服务,动物医疗场所,宠物诊所,安定门外大街6-2号,北京市,北京市,东城区,116.401857,39.96528527
兆麟国医堂,医疗保健服务,诊所,诊所,安华里四区10号楼1层(近安贞桥),北京市,北京市,朝阳区,116.4011932,39.96177726
建研院社区卫生服务站,医疗保健服务,综合医院,卫生院,小黄庄路9号院9号楼对面,北京市,北京市,朝阳区,116.4076602,39.96562044
蕊丽医疗美容,医疗保健服务,专科医院,整形美容,北三环东路37号华世隆国际公寓A座,北京市,北京市,东城区,116.4030362,39.96810448
北京市社区卫生服务,医疗保健服务,综合医院,卫生院,北三环中路与北三环中路出口交叉口北150米,北京市,北京市,朝阳区,116.4077292,39.96570947
金象大药房(安贞桥分店),医疗保健服务,医药保健销售店,药房,安定门外大街6-5号,北京市,北京市,东城区,116.4018931,39.96507529
新加坡泰和诚肿瘤医院(CCH)中国转诊办公室,医疗保健服务,专科医院,肿瘤医院,北三环东路36号环球贸易中心A座18层,北京市,北京市,东城区,116.4038107,39.96678978
无限极(北三环东路辅路),医疗保健服务,医药保健销售店,医疗保健用品,北三环东路37号华世隆国际公寓B座101室,北京市,北京市,东城区,116.4028211,39.96814542
和平街街道建筑科学院社区卫生服务站,医疗保健服务,综合医院,卫生院,北三环东路30号院,北京市,北京市,朝阳区,116.4076632,39.96562244
北京口腔工作协会朝阳口腔门诊部,医疗保健服务,专科医院,口腔医院,北三环东路辅路胜古家园A座,北京市,北京市,朝阳区,116.4070874,39.96859304
国大药房(胜古苑店),医疗保健服务,医药保健销售店,药房,安贞胜古苑西庄48号3号楼,北京市,北京市,朝阳区,116.4051652,39.9685562
丹麦奥迪康助听器授权折扣店,医疗保健服务,医药保健销售店,医疗保健用品,北京外贸安贞大楼C座509室,北京市,北京市,朝阳区,116.4052345,39.96689229
维恩口腔(胜古中路),医疗保健服务,专科医院,口腔医院,胜古中路2号院8,北京市,北京市,朝阳区,116.4051619,39.97063312
无极限(北三环东路辅路),医疗保健服务,医药保健销售店,医疗保健用品,北三环中路与北三环中路出口交叉口西北150米,北京市,北京市,东城区,116.402664,39.96807738
北京御生堂(安贞店),医疗保健服务,医药保健销售店,药房,安贞桥胜古家园1号楼底商,北京市,北京市,朝阳区,116.4068452,39.96878092
京城御医,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北三环东路29号附近,北京市,北京市,朝阳区,116.4063339,39.9684317
兆麟堂,医疗保健服务,诊所,诊所,安定门外大街29号附近,北京市,北京市,朝阳区,116.4012693,39.96178528
保兴平价大药房,医疗保健服务,医药保健销售店,药房,小黄庄前街3号院甲7号楼,北京市,北京市,朝阳区,116.4088615,39.96288819
络活堂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北三环东路与北三环东路出口交叉口北150米,北京市,北京市,朝阳区,116.4073326,39.96869216
北京百合平安大药房(安华里分店),医疗保健服务,医药保健销售店,药房,安华路安华里小区北京教育考试指导中心楼下,北京市,北京市,朝阳区,116.3993365,39.96342287
永康养生苑(兴化路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,兴化路17号附近,北京市,北京市,朝阳区,116.4075755,39.9629625
声波通络,医疗保健服务,医疗保健服务场所,医疗保健服务场所,外馆东街15号附近,北京市,北京市,朝阳区,116.4000047,39.96305498
西门子助听器(安贞店),医疗保健服务,医药保健销售店,医疗保健用品,安华里四区七号楼底商(石化出版社对面),北京市,北京市,朝阳区,116.4011172,39.96213423
声望听力(安定门外大街店),医疗保健服务,医药保健销售店,医疗保健用品,安华里4区7号楼,北京市,北京市,朝阳区,116.4011992,39.96213525
北京市安贞医院绿化班,医疗保健服务,医疗保健服务场所,医疗保健服务场所,胜古北路5号一层,北京市,北京市,朝阳区,116.4046016,39.97093489
北京利康轮椅,医疗保健服务,医药保健销售店,医疗保健用品,安华里四区14号楼楼下,北京市,北京市,朝阳区,116.4012893,39.9611833
康普爱心家园(胜古中路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,胜古北路南里1号,北京市,北京市,朝阳区,116.4047137,39.97077494
宝健健康生活馆(北京东城店),医疗保健服务,医药保健销售店,医疗保健用品,安定门外大街安华里四区7号楼,北京市,北京市,朝阳区,116.4011902,39.96188025
中粮可益康健康营养中心(外大街店),医疗保健服务,医药保健销售店,医疗保健用品,安外大街甲1号江苏饭店南1层,北京市,北京市,朝阳区,116.4005798,39.96379605
永康口腔(小黄庄前街),医疗保健服务,专科医院,口腔医院,和平西街和平西苑20层A座102室,北京市,北京市,朝阳区,116.4114887,39.96283682
北京化工大学校医院,医疗保健服务,综合医院,综合医院,北三环东路15号北京化工大学,北京市,北京市,朝阳区,116.4142926,39.9703246
小黄庄社区卫生服务站,医疗保健服务,综合医院,卫生院,和平街十一区4号楼3门102室,北京市,北京市,朝阳区,116.4173318,39.96538344
绿房子动物医院,医疗保健服务,动物医疗场所,宠物诊所,和平街八区3之1-2,北京市,北京市,朝阳区,116.4123275,39.9629904
正德堂中西医结合门诊部,医疗保健服务,诊所,诊所,和平街10区3号楼1号,北京市,北京市,朝阳区,116.4181793,39.96251337
北京化工大学东校区医院,医疗保健服务,综合医院,综合医院,,北京市,北京市,朝阳区,116.4142926,39.9703246
金信口腔门诊,医疗保健服务,诊所,诊所,和平街11区9号,北京市,北京市,朝阳区,116.4181047,39.96651614
永康豪威口腔门诊部,医疗保健服务,医疗保健服务场所,医疗保健服务场所,和平西街和平西苑20楼底商A座102室,北京市,北京市,朝阳区,116.4114366,39.96335976
康泰民生药房,医疗保健服务,医药保健销售店,药房,和平街十一区9号楼1层,北京市,北京市,朝阳区,116.4180866,39.9669051
北京正德堂医药有限责任公司,医疗保健服务,医药保健销售店,药房,和平街十区3,北京市,北京市,朝阳区,116.4181763,39.96249436
MOVAS治疗仪健康体验馆(小黄庄社区卫生服务站西),医疗保健服务,医药保健销售店,医疗保健用品,北三环东路52号附近,北京市,北京市,朝阳区,116.4153034,39.96551862
同心思纬健康惠民店(和平街店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,青年沟路47号附近,北京市,北京市,朝阳区,116.4153596,39.96394273
瑞士峰力助听器(北京旗舰店),医疗保健服务,医药保健销售店,医疗保健用品,和平街11区9号楼1层9号(金信口腔门诊旁),北京市,北京市,朝阳区,116.4181007,39.96656213
西门子助听器(和平里店),医疗保健服务,医药保健销售店,医疗保健用品,和平街十一区9号楼1层,北京市,北京市,朝阳区,116.4180836,39.9668471
量健自然健康家园(小黄庄路),医疗保健服务,医药保健销售店,医疗保健用品,青年沟路2号一层,北京市,北京市,朝阳区,116.410754,39.9635793
康聆声助听器(和平里店),医疗保健服务,医药保健销售店,医疗保健用品,和平街12区9号楼6号,北京市,北京市,朝阳区,116.4188997,39.96682191
国大药房(和平西街店),医疗保健服务,医药保健销售店,药房,和平街西苑20号楼C座101号,北京市,北京市,朝阳区,116.4114736,39.96343678
北京和平西桥永康口腔医院-门诊,医疗保健服务,诊所,诊所,和平西街和平西苑20层A座102室,北京市,北京市,朝阳区,116.4115708,39.96278088
德家健康产业,医疗保健服务,医疗保健服务场所,医疗保健服务场所,和平街十三区3号附近,北京市,北京市,朝阳区,116.4185698,39.96265475
北京广惠康平价大药房(和平里店),医疗保健服务,医药保健销售店,药房,和平街十区3号楼底商,北京市,北京市,朝阳区,116.4181813,39.96232638
广惠康大药房(和平里店),医疗保健服务,医药保健销售店,药房,和平里东街与青年沟路交叉口北200米,北京市,北京市,朝阳区,116.4182284,39.96223443
口腔医保定点,医疗保健服务,医药保健销售店,药房,和平街十三区与和平里东街交叉口西南150米,北京市,北京市,朝阳区,116.4182174,39.96248441
易声听力服务中心(和平里东街),医疗保健服务,医药保健销售店,医疗保健用品,和平街十区3,北京市,北京市,朝阳区,116.4181853,39.96236838
和平街残疾人胜古庄社区康复站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北三环安贞桥东北胜古南里附近,北京市,北京市,朝阳区,116.4095422,39.96919433
和平街街道残疾人辅助用品用具服务站,医疗保健服务,医药保健销售店,医疗保健用品,北三环东路,北京市,北京市,朝阳区,116.4095422,39.96919433
北京中医药大学国医堂中医门诊部,医疗保健服务,诊所,诊所,北三环东路11号北京中医药大学,北京市,北京市,朝阳区,116.4223555,39.96865859
北京化工研究院卫生所,医疗保健服务,诊所,诊所,北三环东路14号,北京市,北京市,朝阳区,116.4205169,39.96714059
煤炭科学研究总院卫生所,医疗保健服务,诊所,诊所,和平里青年沟东路5号,北京市,北京市,朝阳区,116.4222483,39.96139675
百济堂药品超市(太阳宫店),医疗保健服务,医药保健销售店,药房,七圣路1号楼附近,北京市,北京市,朝阳区,116.4260829,39.96671128
安欣医疗租赁(光熙门体验店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,东北三环内光熙家园1号楼107底商,北京市,北京市,朝阳区,116.4260708,39.96683326
仟佰岁大药房,医疗保健服务,医药保健销售店,药房,青年沟路西50米,北京市,北京市,朝阳区,116.4251608,39.96232626
北京中医药大学国医堂特需医疗部,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北三环东路11号(近和平东桥),北京市,北京市,朝阳区,116.4221842,39.96865639
德福源走近健康服务部(和平街13区),医疗保健服务,医疗保健服务场所,医疗保健服务场所,和平街十三区17楼附近,北京市,北京市,朝阳区,116.4202129,39.96383239
太阳宫医院,医疗保健服务,综合医院,综合医院,光熙门北里34-1,北京市,北京市,朝阳区,116.4294009,39.96743687
光熙康复医院,医疗保健服务,综合医院,综合医院,西坝河北路6号附近,北京市,北京市,朝阳区,116.4294684,39.96457108
西坝河中里社区卫生服务站,医疗保健服务,综合医院,卫生院,西坝河中里甲2-6号,北京市,北京市,朝阳区,116.4356113,39.96370487
阿玛施眼科全飞秒激光中心,医疗保健服务,专科医院,眼科医院,西坝河北路3号附近,北京市,北京市,朝阳区,116.4313676,39.96835378
艾灸堂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,西坝河西里5号楼前平房,北京市,北京市,朝阳区,116.4323189,39.96560238
金象大药房(西坝河店),医疗保健服务,医药保健销售店,药房,西坝河西里23号,北京市,北京市,朝阳区,116.4300431,39.96763781
北京鹿春堂药店,医疗保健服务,医药保健销售店,药房,西坝河光熙门北里19-3号,北京市,北京市,朝阳区,116.4295176,39.96317021
维德口腔诊所,医疗保健服务,专科医院,口腔医院,七圣庙6号院,北京市,北京市,朝阳区,116.4294412,39.96520901
济民康泰大药房(西坝河路),医疗保健服务,医药保健销售店,药房,北三环东路160号附近,北京市,北京市,朝阳区,116.4334721,39.96769814
优利康助听器(北三环东路辅路),医疗保健服务,医药保健销售店,医疗保健用品,西坝河南路28号附近,北京市,北京市,朝阳区,116.4319952,39.96648983
点点齿科(国展店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,西坝河西里28号英特公寓C座,北京市,北京市,朝阳区,116.4314661,39.96613902
益康国医,医疗保健服务,医药保健销售店,药房,太阳宫北三环西坝河东里83号楼底商,北京市,北京市,朝阳区,116.4379927,39.96388805
瑞尔(北京爱琴海购物中心),医疗保健服务,专科医院,口腔医院|医疗保健服务,七圣中街12号院2号楼爱琴海购物中心1层101内F1042-B号,北京市,北京市,朝阳区,116.4305578,39.97011948
远东医到健康小屋,医疗保健服务,医疗保健服务场所,医疗保健服务场所,七圣路东200米,北京市,北京市,朝阳区,116.4315375,39.96415221
瑞尔专业口腔医疗机构,医疗保健服务,诊所,诊所,太阳宫七圣中街12号院爱琴海购物中心一层底楼爱琴海,北京市,北京市,朝阳区,116.4305518,39.97015347
养目视力,医疗保健服务,诊所,诊所,太阳宫火星园3号楼1单元8层1081号,北京市,北京市,朝阳区,116.4374838,39.9697169
嘉事堂药店(西坝河店),医疗保健服务,医药保健销售店,药房,西坝河东里83号楼一层,北京市,北京市,朝阳区,116.4379106,39.96367491
西坝河西里社区残疾人康复活动站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北三环东路78号附近,北京市,北京市,朝阳区,116.4328861,39.96563928
百年堂健康之家,医疗保健服务,医药保健销售店,医疗保健用品,东坝西坝河中里28号楼,北京市,北京市,朝阳区,116.4327092,39.96224713
三元西桥门诊部,医疗保健服务,诊所,诊所,北三环东路辅路77号附近,北京市,北京市,朝阳区,116.438896,39.96314972
北控光熙医养中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,七圣路6号附近,北京市,北京市,朝阳区,116.4294624,39.96453707
北京爱佑和康儿童康复中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,西坝河西里23号红都阳光商务会馆B座4层,北京市,北京市,朝阳区,116.4299801,39.96680775
点点爱牙门诊部(西坝河店),医疗保健服务,诊所,诊所,西坝河西里28号英特公寓C101,北京市,北京市,朝阳区,116.4307756,39.96720092
北京养生堂药店,医疗保健服务,医药保健销售店,药房,七圣中街12号院北京爱琴海购物中心B1层,北京市,北京市,朝阳区,116.4303554,39.97004218
太阳宫社区卫生服务中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,光熙门北里34-1,北京市,北京市,朝阳区,116.4294139,39.96744489
香河园街道西坝河中里社区康复活动站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北三环东路与北三环东路入口交叉口南150米,北京市,北京市,朝阳区,116.4356504,39.96370494
百岁园健康体验中心(西坝河店),医疗保健服务,医药保健销售店,医疗保健用品,西坝河中里18号楼,北京市,北京市,朝阳区,116.43448,39.96223302
北京维尔口腔医院,医疗保健服务,专科医院,口腔医院,三元西桥与曙光西路交汇处西北角西坝河东里79-9号,北京市,北京市,朝阳区,116.4387837,39.96320251
光熙门北里南社区残疾人服务站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,七圣路附近,北京市,北京市,朝阳区,116.4289915,39.96386242
朝阳区计划生育委员会社区生殖保健服务站(北三环东路辅路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,西坝河中里甲2-6,北京市,北京市,朝阳区,116.4356113,39.96371487
广惠康大药房(西坝河路),医疗保健服务,医药保健销售店,药房,太阳宫火星园4之3-5,北京市,北京市,朝阳区,116.4369094,39.97015787
香河园街道生殖保健服务站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,西坝河中里甲2-6,北京市,北京市,朝阳区,116.4356113,39.96371487
雅医家口腔,医疗保健服务,专科医院,口腔医院|医疗保健服务,西坝河东里2号院6-20号,北京市,北京市,朝阳区,116.4439203,39.96538934
美年大健康体检(北京太阳宫分店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,太阳宫半岛国际公寓12号楼2层,北京市,北京市,朝阳区,116.4446367,39.96935464
北京蕾士悦美容,医疗保健服务,专科医院,整形美容,茂华UHN国际村1楼底商5-1室曙光西路,北京市,北京市,朝阳区,116.4463527,39.96687431
悦宠动物医院,医疗保健服务,动物医疗场所,宠物诊所,UHN国际村4号楼1层08室,北京市,北京市,朝阳区,116.4459937,39.96688655
蕾士悦牙科,医疗保健服务,诊所,诊所,曙光西路茂华UHN国际村1层5-1,北京市,北京市,朝阳区,116.4461181,39.96666582
北京天轩脑病康复医院,医疗保健服务,专科医院,脑科医院,西坝河东里16号院4号,北京市,北京市,朝阳区,116.4419685,39.96352353
国大药房(东方盛鑫店),医疗保健服务,医药保健销售店,药房,署光西里甲6号院9号楼107室(近三元桥),北京市,北京市,朝阳区,116.4427446,39.96284909
怡德堂,医疗保健服务,医药保健销售店,药房,太阳宫南街29号,北京市,北京市,朝阳区,116.4458191,39.96754316
爱宠之家(UHN国际村东),医疗保健服务,动物医疗场所,动物医疗场所,曙光西路UHN附近,北京市,北京市,朝阳区,116.443429,39.96541535
欢乐·瑞鲨口腔太阳宫分院,医疗保健服务,专科医院,口腔医院|医疗保健服务,夏家园12号楼,北京市,北京市,朝阳区,116.4452534,39.96910992
赛德阳光口腔北京三元桥门诊部,医疗保健服务,诊所,诊所,曙光西里甲6号时间国际A座606室,北京市,北京市,朝阳区,116.445114,39.96125395
量健自然健康家园(曙光西路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,西坝河东里2号院7号楼13门底商,北京市,北京市,朝阳区,116.4426219,39.96553074
康迈源(西坝河店),医疗保健服务,医药保健销售店,医疗保健用品,,北京市,北京市,朝阳区,116.4411271,39.96564482
蕾士悦整形,医疗保健服务,专科医院,整形美容,茂华UHN国际村1层5-1,北京市,北京市,朝阳区,116.4459336,39.96668644
朝心坊,医疗保健服务,医药保健销售店,医疗保健用品,太阳宫西坝河东里16号院(梦工坊北侧),北京市,北京市,朝阳区,116.4423836,39.96362434
Amber整形高端会所,医疗保健服务,专科医院,整形美容,三元桥曙光南环路曙光西里凤凰城三期H座E层,北京市,北京市,朝阳区,116.4483748,39.96327079
无限极(西坝河东里西),医疗保健服务,医药保健销售店,医疗保健用品,西坝河中街3号楼附近,北京市,北京市,朝阳区,116.4406519,39.96621189
崔玉涛育学园诊所,医疗保健服务,诊所,诊所,太阳宫中路16号冠捷大厦,北京市,北京市,朝阳区,116.4393413,39.96891732
欢乐口腔(三元桥分院),医疗保健服务,诊所,诊所,三元西桥曙光西里14号,北京市,北京市,朝阳区,116.4416019,39.9613809
北京添格美医疗美容门诊部,医疗保健服务,专科医院,整形美容,时间国际8号楼北区902室,北京市,北京市,朝阳区,116.4423356,39.96257029
国大药房(水星园店),医疗保健服务,医药保健销售店,药房,太阳宫夏家园21栋3011号,北京市,北京市,朝阳区,116.445887,39.9702832
好生之德养生中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,曙光西里6号院时间国际9号楼底商,北京市,北京市,朝阳区,116.442909,39.96280742
北京美年美佳门诊部,医疗保健服务,诊所,诊所,半岛国际底商2层,北京市,北京市,朝阳区,116.4446367,39.96936264
懿锐口腔(三元桥店),医疗保健服务,专科医院,口腔医院,"三元桥曙光西里甲五号凤凰商街F103(三元桥地铁站,凤凰汇购物中心,凤凰城)",北京市,北京市,朝阳区,116.4474333,39.96184481
美年健康体检(朝阳店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,太阳宫南街24号附近,北京市,北京市,朝阳区,116.4445796,39.96925953
万民阳光大药房(太阳宫店),医疗保健服务,医药保健销售店,药房,太阳宫南街金星园102-103室,北京市,北京市,朝阳区,116.4486321,39.96634323
中国体检行业,医疗保健服务,医疗保健服务场所,医疗保健服务场所,太阳宫南街24号附近,北京市,北京市,朝阳区,116.4448583,39.96916811
天保堂平价大药房(西坝河东里西),医疗保健服务,医药保健销售店,药房,西坝河东里3号西坝河东里3号楼,北京市,北京市,朝阳区,116.4405496,39.96619369
京惠丰堂药房(西坝河东里店),医疗保健服务,医药保健销售店,药房,西坝河东里2号院6号楼6-8号,北京市,北京市,朝阳区,116.4450242,39.96561659
欢乐瑞鲨中老年镶牙中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,太阳宫南街24号附近,北京市,北京市,朝阳区,116.4449346,39.96915526
同仁堂(凯德Mall),医疗保健服务,医药保健销售店,药房,太阳宫中路12号楼凯德MallB2-09,北京市,北京市,朝阳区,116.4419245,39.97035618
康佰馨大药房(三元桥店),医疗保健服务,医药保健销售店,药房,西坝河东里21号1幢1-2内1层1号,北京市,北京市,朝阳区,116.4405429,39.96353879
育学园,医疗保健服务,诊所,诊所,太阳宫中路8号院冠捷大厦1-B1层,北京市,北京市,朝阳区,116.4397653,39.96895311
真农本穑,医疗保健服务,医药保健销售店,医疗保健用品,太阳宫南路金星园4号楼底商,北京市,北京市,朝阳区,116.4487625,39.96624952
真农本穡有机体验馆,医疗保健服务,医药保健销售店,医疗保健用品,太阳宫南街金星园4号楼,北京市,北京市,朝阳区,116.4487735,39.96625254
棒槌岛海参(凯德Mall),医疗保健服务,医药保健销售店,医疗保健用品,太阳宫中路12号B2层,北京市,北京市,朝阳区,116.4411976,39.97093875
维元诊所,医疗保健服务,医疗保健服务场所,医疗保健服务场所,太阳宫中路8号冠捷大厦2层,北京市,北京市,朝阳区,116.4397884,39.96878716
紫丹堂药店(太阳宫店),医疗保健服务,医药保健销售店,药房,太阳宫火星园10号楼底商,北京市,北京市,朝阳区,116.4390405,39.96956074
美神煦氰美啦门诊,医疗保健服务,专科医院,整形美容,曙光西里甲6号院时间国际5-6号楼1-2层,北京市,北京市,朝阳区,116.4449014,39.96157049
膳礼堂冬虫夏草(青海体验店),医疗保健服务,医药保健销售店,医疗保健用品,太阳宫中路与西坝河东路交叉口东南200米,北京市,北京市,朝阳区,116.4397937,39.96638526
全心全意连锁动物医院(三元桥店),医疗保健服务,动物医疗场所,宠物诊所,曙光西里甲6号院5号楼时间国际EF座底商1层102室,北京市,北京市,朝阳区,116.4447019,39.96170108
北京市北京崔玉涛育学园儿科诊所有限公司,医疗保健服务,诊所,诊所,太阳宫中路16号院冠捷大厦一层,北京市,北京市,朝阳区,116.4398566,39.96905327
北京市朝阳区天华脑病康复中心-门诊,医疗保健服务,诊所,诊所,西坝河东里16号院临4号,北京市,北京市,朝阳区,116.4419926,39.96350558
东文中医,医疗保健服务,综合医院,综合医院,霄云路霄云里8号酒店107室,北京市,北京市,朝阳区,116.4588628,39.96136942
东源文际医疗,医疗保健服务,医疗保健服务场所,医疗保健服务场所,霄云里8号,北京市,北京市,朝阳区,116.458922,39.96126257
正官庄(凤凰汇购物中心),医疗保健服务,医药保健销售店,医疗保健用品,曙光西里甲5号凤凰汇购物中心B1层,北京市,北京市,朝阳区,116.451165,39.96172905
华润堂(北京凤凰城店),医疗保健服务,医药保健销售店,医疗保健用品,曙光西里甲5号院凤凰汇购物中心B1层(地铁10号线三元桥站),北京市,北京市,朝阳区,116.4513074,39.96171937
景仁堂大药房(凤凰汇购物中心店),医疗保健服务,医药保健销售店,药房,曙光西里甲5号院凤凰汇购物中心凤凰商街,北京市,北京市,朝阳区,116.4497288,39.96203281
佳丽健康调理中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,霄云路甲28号附近,北京市,北京市,朝阳区,116.4638297,39.96470499
杨振天专家正骨,医疗保健服务,专科医院,骨科医院,东四环北路6号-2区-1号楼-1层-c-49号,北京市,北京市,朝阳区,116.476085,39.96428666
明波皓齿牙科,医疗保健服务,专科医院,口腔医院,将台东四环北路6号阳光上东商业街南侧2层A27-28,北京市,北京市,朝阳区,116.4745443,39.96479626
海龙达口腔,医疗保健服务,专科医院,口腔医院,将台路芳园南里9号院7-209室,北京市,北京市,朝阳区,116.4766898,39.96786925
参仕品味,医疗保健服务,医药保健销售店,医疗保健用品,芳园南街西50米,北京市,北京市,朝阳区,116.4746526,39.96543154
贝克和史东动物医院,医疗保健服务,动物医疗场所,宠物诊所,将台路芳园南里9号院7号楼-5底商,北京市,北京市,朝阳区,116.4766627,39.96800216
智云堂云岱堂中医诊所,医疗保健服务,诊所,诊所,将台路芳园南里西区8号楼中段(风景线小区对面),北京市,北京市,朝阳区,116.4757682,39.96970754
美中宜和门诊中心,医疗保健服务,诊所,诊所,将台西路9-9号,北京市,北京市,朝阳区,116.4723437,39.97031186
北京宠爱国际动物医院阳光上东店,医疗保健服务,动物医疗场所,宠物诊所,东四环北路6号阳光上东二区1号楼2层2-51(招商银行二层),北京市,北京市,朝阳区,116.4746708,39.96505961
明经堂中医馆(丽都店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,东四环将台西路9-10-A号(近东四环霄云桥向东300米路北),北京市,北京市,朝阳区,116.4719764,39.97003984
北京朝阳区人流妇科医院,医疗保健服务,专科医院,妇科医院,芳园南街东50米,北京市,北京市,朝阳区,116.4766286,39.9671731
北京大学肿瘤医院·和睦家国际医疗部,医疗保健服务,专科医院,肿瘤医院,将台西路9-11号(近四得公园),北京市,北京市,朝阳区,116.4717998,39.96970936
和睦家医疗中心,医疗保健服务,诊所,诊所,将台西路9-11号,北京市,北京市,朝阳区,116.4717797,39.9697583
孔医堂老药铺,医疗保健服务,医药保健销售店,药房,芳园南里9号院6号楼一层126号,北京市,北京市,朝阳区,116.4780757,39.96948916
鑫康济堂大药房(芳园里店),医疗保健服务,医药保健销售店,药房,芳园南里西区8号楼1层,北京市,北京市,朝阳区,116.475721,39.96961741
爱北催乳通乳产后恢复将台分公司,医疗保健服务,医疗保健服务场所,医疗保健服务场所,芳园南里西区7号楼一单元,北京市,北京市,朝阳区,116.4764458,39.96875152
明经堂中医诊疗机构,医疗保健服务,医疗保健服务场所,医疗保健服务场所,将台西路与芳园西路交叉口西150米,北京市,北京市,朝阳区,116.4720035,39.9703919
酒仙桥社区卫生服务中心,医疗保健服务,综合医院,卫生院,酒仙桥十街坊6号,北京市,北京市,朝阳区,116.4838149,39.96245916
北京朝阳国医之家中医医院,医疗保健服务,综合医院,综合医院,酒仙桥路26号院1号楼A08号,北京市,北京市,朝阳区,116.4850292,39.96479565
华信医院皮肤性病门诊,医疗保健服务,综合医院,综合医院,酒仙桥路附近,北京市,北京市,朝阳区,116.4883518,39.96467449
北京丹熙晶都诊所,医疗保健服务,专科医院,整形美容,酒仙桥路26号院晶都国际1号楼1层,北京市,北京市,朝阳区,116.4849449,39.96509039
酒仙桥口腔,医疗保健服务,专科医院,口腔医院,酒仙桥晶都国际底商,北京市,北京市,朝阳区,116.4847612,39.96503885
瑞尔(颐堤港),医疗保健服务,专科医院,口腔医院,酒仙桥路18号颐堤港LG层LG-100,北京市,北京市,朝阳区,116.4846333,39.96780936
酒仙骄口腔,医疗保健服务,专科医院,口腔医院,酒仙桥路26号,北京市,北京市,朝阳区,116.4846789,39.9650096
血液透析,医疗保健服务,综合医院,三级甲等医院,酒仙桥路29-33号附近,北京市,北京市,朝阳区,116.4847963,39.96464697
瑞尔齿科(颐堤港店),医疗保健服务,诊所,诊所,酒仙桥路18号颐堤港商场LG层LG100店铺,北京市,北京市,朝阳区,116.4854824,39.96885382
北京凤凰妇科医院,医疗保健服务,专科医院,妇科医院,将台西路18号,北京市,北京市,朝阳区,116.4816449,39.9699305
鑫康济堂大药房(将台店),医疗保健服务,医药保健销售店,药房,将台西路19号院2号楼106号,北京市,北京市,朝阳区,116.4822993,39.96972143
北京市社区卫生服务,医疗保健服务,综合医院,卫生院,红霞路11号106室,北京市,北京市,朝阳区,116.4848117,39.96190312
健康集结号冬虫夏草王,医疗保健服务,医药保健销售店,医疗保健用品,酒仙桥路甲5-5号附近,北京市,北京市,朝阳区,116.4826831,39.96708265
盖德口腔国际医疗中心(安徒生花园北),医疗保健服务,专科医院,口腔医院,东四环北路6号阳光上东二区安徒生花园32号楼103号,北京市,北京市,朝阳区,116.4805454,39.9648565
嘉事堂药店(酒仙桥路店),医疗保健服务,医药保健销售店,药房,酒仙桥路27号附近,北京市,北京市,朝阳区,116.4842774,39.96466144
东田丽格医疗美容(颐堤港),医疗保健服务,专科医院,整形美容,酒仙桥路18号颐堤港L3层L3-16,北京市,北京市,朝阳区,116.4854083,39.96786664
无限极(酒仙桥路),医疗保健服务,医药保健销售店,医疗保健用品,红霞中路与酒仙桥路交叉口西北100米,北京市,北京市,朝阳区,116.4856547,39.96379753
欢乐口腔(将台路分院),医疗保健服务,专科医院,口腔医院,酒仙桥路乙21号中国银行3层,北京市,北京市,朝阳区,116.4832025,39.97113002
桔色成人,医疗保健服务,医疗保健服务场所,医疗保健服务场所,红霞中路与酒仙桥路交叉口西50米,北京市,北京市,朝阳区,116.4860522,39.96332973
